year,nid,first_name,last_name,gender,job_title,employer,usable_name,ratio
1993,7651,Marilyn,Yarbrough,F,William Rand Kenan Jr. Professor of Law,University of North Carolina,Marilyn,100
1994,7514,George,Rupp,M,president,Columbia University,George,99
1994,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1994,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1994,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1994,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1994,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1994,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1994,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1994,7526,Sissela,Bok,NA,writer and philosopher,,Sissela,
1994,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1994,7528,Peter R.,Kann,M,chairman and chief executive officer,"Dow Jones and Co., Inc.",Peter,100
1994,7529,John S.,Driscoll,M,vice president,The Boston Globe,John,100
1994,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1994,7531,Burl,Osborne,M,editor and publisher,The Dallas Morning News,Burl,100
1994,7646,Jack,Fuller,M,president and chief executive officer,Chicago Tribune,Jack,99
1994,7647,Geneva,Overholser,F,editor,The Des Moines Register,Geneva,100
1994,7648,Claude F.,Sitton,M,"senior lecturer, Emory University","former editor and vice president, The News and Observer",Claude,99
1994,13626,Rusell,Baker,M,columnist,The New York Times,Rusell,100
1995,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
1995,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
1995,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
1995,7514,George,Rupp,M,president,Columbia University,George,99
1995,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1995,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1995,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1995,7520,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
1995,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1995,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1995,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1995,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1995,7526,Sissela,Bok,NA,writer and philosopher,,Sissela,
1995,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1995,7528,Peter R.,Kann,M,chairman and chief executive officer,"Dow Jones and Co., Inc.",Peter,100
1995,7529,John S.,Driscoll,M,vice president,The Boston Globe,John,100
1995,7532,Geneva,Overholser,F,ombudsman,The Washington Post,Geneva,100
1995,13878,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1995,13889,Burl,Osborne,M,editor and publisher,The Dallas Morning News,Burl,100
1996,7508,William,Safire,M,columnist,The New York Times,William,100
1996,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
1996,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
1996,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
1996,7514,George,Rupp,M,president,Columbia University,George,99
1996,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1996,7517,William,Ketter,M,vice president and assistant to the publisher,The Boston Globe,William,100
1996,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1996,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1996,7520,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
1996,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1996,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1996,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1996,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1996,7526,Sissela,Bok,NA,writer and philosopher,,Sissela,
1996,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1996,7528,Peter R.,Kann,M,chairman and chief executive officer,"Dow Jones and Co., Inc.",Peter,100
1996,7532,Geneva,Overholser,F,ombudsman,The Washington Post,Geneva,100
1996,7546,Rena,Pederson,F,editorial page editor/vice president,The Dallas Morning News,Rena,100
1997,7508,William,Safire,M,columnist,The New York Times,William,100
1997,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
1997,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
1997,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
1997,7514,George,Rupp,M,president,Columbia University,George,99
1997,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1997,7517,William,Ketter,M,vice president and assistant to the publisher,The Boston Globe,William,100
1997,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1997,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1997,7520,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
1997,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1997,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1997,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1997,7525,Sandy,Padwe,F,"acting dean, Graduate School of Journalism",Columbia University (ex-officio),Sandy,86
1997,7532,Geneva,Overholser,F,ombudsman,The Washington Post,Geneva,100
1997,7539,Andrew,Barnes,M,"editor, president and C.E.O.",St. Petersburg Times,Andrew,100
1997,7546,Rena,Pederson,F,editorial page editor/vice president,The Dallas Morning News,Rena,100
1997,13855,Bok,Sissela,NA,writer and philosopher,,Bok,
1998,7502,Paul,Steiger,M,managing editor,The Wall Street Journal,Paul,100
1998,7505,Henry Louis,Gates Jr.,M,W.E.B. DuBois Professor of Humanities,Harvard University,Henry,99
1998,7508,William,Safire,M,columnist,The New York Times,William,100
1998,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
1998,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
1998,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
1998,7513,Tom,Goldstein,M,"dean, Graduate School of Journalism",Columbia University,Tom,100
1998,7514,George,Rupp,M,president,Columbia University,George,99
1998,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1998,7517,William,Ketter,M,vice president and assistant to the publisher,The Boston Globe,William,100
1998,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1998,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1998,7520,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
1998,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1998,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1998,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1998,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1998,7539,Andrew,Barnes,M,"editor, president and C.E.O.",St. Petersburg Times,Andrew,100
1998,7546,Rena,Pederson,F,editorial page editor/vice president,The Dallas Morning News,Rena,100
1998,13828,Geneva,Overholser,F,ombudsman,The Washington Post,Geneva,100
1999,7502,Paul,Steiger,M,managing editor,The Wall Street Journal,Paul,100
1999,7505,Henry Louis,Gates Jr.,M,W.E.B. DuBois Professor of Humanities,Harvard University,Henry,99
1999,7508,William,Safire,M,columnist,The New York Times,William,100
1999,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
1999,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
1999,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
1999,7513,Tom,Goldstein,M,"dean, Graduate School of Journalism",Columbia University,Tom,100
1999,7514,George,Rupp,M,president,Columbia University,George,99
1999,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1999,7516,Doris Kearns,Goodwin,F,historian and biographer,self-employed,Doris,99
1999,7517,William,Ketter,M,vice president and assistant to the publisher,The Boston Globe,William,100
1999,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1999,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1999,7520,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
1999,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1999,7524,Marilyn,Yarbrough,F,professor of law,University of North Carolina,Marilyn,100
1999,7539,Andrew,Barnes,M,"editor, president and C.E.O.",St. Petersburg Times,Andrew,100
1999,7546,Rena,Pederson,F,editorial page editor/vice president,The Dallas Morning News,Rena,100
1999,13876,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1999,13888,James V.,Risser,M,director,"John S. Knight Fellowships, Stanford University",James,100
2000,7500,Richard,Oppel,M,editor,Austin American-Statesman,Richard,100
2000,7501,Mike,Pride,M,editor,Concord Monitor,Mike,100
2000,7502,Paul,Steiger,M,managing editor,The Wall Street Journal,Paul,100
2000,7505,Henry Louis,Gates Jr.,M,W.E.B. DuBois Professor of Humanities,Harvard University,Henry,99
2000,7508,William,Safire,M,columnist,The New York Times,William,100
2000,7509,Louis D.,Boccardi,M,president and chief executive officer,Associated Press,Louis,99
2000,7510,John S.,Carroll,M,editor and executive vice president,Los Angeles Times,John,100
2000,7512,Sandra Mims,Rowe,F,editor,The Oregonian,Sandra,100
2000,7513,Tom,Goldstein,M,"dean, Graduate School of Journalism",Columbia University,Tom,100
2000,7514,George,Rupp,M,president,Columbia University,George,99
2000,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
2000,7516,Doris Kearns,Goodwin,F,historian and biographer,self-employed,Doris,99
2000,7517,William,Ketter,M,vice president and assistant to the publisher,The Boston Globe,William,100
2000,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
2000,7539,Andrew,Barnes,M,"editor, president and C.E.O.",St. Petersburg Times,Andrew,100
2000,7543,Joann,Byrd,F,editorial page editor,Seattle Post-Intelligencer,Joann,100
2000,7545,Donald E.,Graham,M,publisher,The Washington Post,Donald,100
2000,7546,Rena,Pederson,F,editorial page editor/vice president,The Dallas Morning News,Rena,100
2000,13887,John L.,"Dotson, Jr.",M,president and publisher,Akron Beacon Journal,John,100
2000,13893,Jack,Fuller,M,president,Tribune Publishing Company,Jack,99
2001,7500,Richard,Oppel,M,editor,Austin American-Statesman,Richard,100
2001,7501,Mike,Pride,M,editor,Concord Monitor,Mike,100
2001,7502,Paul,Steiger,M,managing editor,The Wall Street Journal,Paul,100
